host_is_superhost,city,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count
f,Melbourne,Australia,-37.82952718,144.9696339,Entire home/apt,4,2.0,2.0,2.0,210,5,6,93.0,f,1
f,Melbourne,Australia,-37.82775014,144.958371,Private room,2,1.0,1.0,1.0,68,1,8,93.0,t,11
f,Melbourne,Australia,-37.80994353,144.9662534,Entire home/apt,6,1.0,2.0,4.0,174,1,59,84.0,t,6
f,Yarra Ranges,Australia,-37.9005277,145.3551369,Entire home/apt,6,1.0,3.0,4.0,150,1,70,99.0,f,1
f,Wyndham,Australia,-37.89716385,144.775156,Private room,2,1.0,1.0,1.0,30,1,57,95.0,f,3
f,Stonnington,Australia,-37.84171115,144.989484,Private room,2,1.0,1.0,1.0,65,1,59,94.0,t,1
f,Port Phillip,Australia,-37.86714856,144.9853559,Entire home/apt,5,1.0,2.0,3.0,150,2,11,89.0,t,23
f,Brimbank,Australia,-37.75743274,144.7909878,Private room,2,1.5,1.0,1.0,39,2,12,100.0,f,3
f,Melbourne,Australia,-37.80986784,144.9604507,Entire home/apt,2,1.0,1.0,1.0,129,2,7,94.0,t,16
f,Yarra,Australia,-37.80248578,144.9854315,Entire home/apt,2,1.0,1.0,1.0,130,4,12,98.0,f,1
f,Port Phillip,Australia,-37.83923925,144.9753099,Entire home/apt,6,2.0,2.0,3.0,129,1,1,100.0,t,58
f,Port Phillip,Australia,-37.86196246,144.9747697,Entire home/apt,4,1.0,2.0,2.0,145,5,10,90.0,t,21
f,Melbourne,Australia,-37.79583485,144.9305125,Entire home/apt,2,1.0,1.0,1.0,109,2,3,100.0,f,1
t,Yarra Ranges,Australia,-37.74858779,145.7123175,Entire home/apt,5,1.0,1.0,4.0,96,1,68,99.0,t,1
f,Melbourne,Australia,-37.81282904,144.9574965,Entire home/apt,4,1.0,1.0,2.0,138,1,3,100.0,t,38
f,Melbourne,Australia,-37.81648283,144.9631819,Private room,2,1.0,1.0,1.0,55,3,2,100.0,f,1
f,Melbourne,Australia,-37.81522525,144.9543471,Entire home/apt,10,2.0,3.0,7.0,259,1,14,87.0,t,40
f,Whittlesea,Australia,-37.66491081,144.9987318,Entire home/apt,10,2.0,4.0,6.0,235,2,5,92.0,t,26
t,Melbourne,Australia,-37.82194809,144.9514545,Entire home/apt,4,1.0,2.0,2.0,199,3,234,98.0,t,5
t,Whitehorse,Australia,-37.84864437,145.1456674,Private room,2,1.0,1.0,1.0,50,1,24,98.0,t,3
f,Melbourne,Australia,-37.81057859,144.9507253,Entire home/apt,3,1.0,1.0,1.0,109,2,7,89.0,t,30
f,Glen Eira,Australia,-37.89854306,145.068749,Private room,1,1.0,1.0,1.0,55,1,2,100.0,t,5
f,Melbourne,Australia,-37.81072017,144.9600616,Entire home/apt,4,1.0,2.0,3.0,119,1,33,93.0,t,1
f,Port Phillip,Australia,-37.8790195,144.9923003,Entire home/apt,3,1.0,2.0,2.0,114,4,1,80.0,t,2
t,Banyule,Australia,-37.70580593,145.0769667,Entire home/apt,4,1.0,2.0,2.0,75,5,20,97.0,t,1
f,Port Phillip,Australia,-37.8414605,144.9757021,Entire home/apt,13,2.0,3.0,6.0,249,29,1,80.0,f,6
f,Manningham,Australia,-37.78678833,145.134994,Private room,1,1.0,1.0,1.0,42,1,10,98.0,f,2
t,Wyndham,Australia,-37.89879859,144.7310382,Private room,3,2.5,1.0,2.0,37,1,28,91.0,f,1
t,Melbourne,Australia,-37.81240004,144.9838407,Entire home/apt,2,1.0,1.0,1.0,145,2,75,97.0,t,2
t,Maribyrnong,Australia,-37.80284758,144.904586,Private room,2,1.0,0.0,1.0,53,3,53,99.0,f,10
t,Cardinia,Australia,-37.91322176,145.4515416,Entire home/apt,2,1.0,1.0,1.0,97,1,83,97.0,t,2
t,Melbourne,Australia,-37.81540252,144.9403101,Entire home/apt,4,2.0,2.0,3.0,289,2,5,96.0,t,7
f,Yarra,Australia,-37.81539566,145.0125042,Entire home/apt,2,1.0,1.0,1.0,89,1,3,100.0,f,3
t,Melbourne,Australia,-37.82214366,144.9656607,Entire home/apt,9,2.0,3.0,6.0,260,2,83,98.0,t,3
f,Yarra Ranges,Australia,-37.75628788,145.6833124,Entire home/apt,6,1.0,2.0,4.0,150,2,65,90.0,t,1
f,Moreland,Australia,-37.77217677,144.9526957,Private room,1,1.0,1.0,1.0,28,2,4,95.0,t,1
f,Port Phillip,Australia,-37.86109715,144.9821119,Entire home/apt,2,1.0,1.0,1.0,69,28,13,94.0,f,1
f,Yarra,Australia,-37.80331238,144.997893,Entire home/apt,6,3.0,4.0,4.0,199,5,3,93.0,f,1
f,Yarra Ranges,Australia,-37.90360484,145.3411414,Entire home/apt,2,1.0,1.0,0.0,239,1,7,97.0,f,29
f,Stonnington,Australia,-37.84385042,144.9995073,Private room,2,1.0,1.0,1.0,79,3,11,94.0,f,2
t,Glen Eira,Australia,-37.93005697,145.0565921,Entire home/apt,7,2.0,4.0,0.0,260,2,16,100.0,f,1
f,Melbourne,Australia,-37.81308519,144.9534588,Entire home/apt,3,1.0,1.0,1.0,114,3,10,88.0,t,1
t,Moonee Valley,Australia,-37.76705247,144.9277579,Private room,2,1.0,1.0,1.0,65,2,27,99.0,f,1
f,Melbourne,Australia,-37.83005708,144.9689091,Entire home/apt,2,1.0,2.0,2.0,71,7,3,93.0,f,1
t,Stonnington,Australia,-37.84658199,144.9884823,Private room,2,1.0,1.0,1.0,71,2,35,98.0,t,1
t,Melbourne,Australia,-37.81088396,144.9659841,Entire home/apt,4,1.0,2.0,2.0,161,3,1,100.0,t,10
f,Melton,Australia,-37.61556232,144.531993,Entire home/apt,2,1.0,0.0,1.0,150,2,1,100.0,t,13
f,Melbourne,Australia,-37.80841494,144.9606644,Entire home/apt,3,1.0,1.0,2.0,115,2,30,93.0,f,6
f,Melbourne,Australia,-37.81035395,144.9610903,Entire home/apt,3,1.0,1.0,1.0,115,4,2,100.0,t,10
t,Melbourne,Australia,-37.8223121,144.965982,Entire home/apt,4,2.0,2.0,4.0,300,2,110,97.0,t,26
f,Yarra,Australia,-37.81953611,145.0124473,Private room,2,1.0,1.0,1.0,96,21,2,100.0,f,1
t,Melbourne,Australia,-37.81700447,144.952219,Entire home/apt,8,2.0,3.0,4.0,251,2,137,98.0,f,2
f,Moreland,Australia,-37.77163663,144.9775357,Private room,2,2.0,1.0,1.0,84,2,3,100.0,f,1
f,Monash,Australia,-37.87708753,145.1031339,Entire home/apt,10,2.5,4.0,6.0,219,3,32,88.0,t,22
f,Moreland,Australia,-37.77594022,144.9650717,Private room,2,1.0,1.0,1.0,42,1,12,88.0,f,1
f,Melbourne,Australia,-37.8149429,144.9537407,Entire home/apt,6,1.0,2.0,4.0,155,1,80,90.0,t,40
f,Manningham,Australia,-37.76886454,145.1123849,Private room,2,0.5,1.0,1.0,46,1,7,91.0,f,1
f,Stonnington,Australia,-37.85301738,144.9962814,Entire home/apt,2,1.0,1.0,1.0,145,3,55,98.0,t,1
t,Stonnington,Australia,-37.83624071,144.9937818,Entire home/apt,2,1.0,1.0,1.0,105,7,26,98.0,f,3
f,Wyndham,Australia,-37.84007453,144.6681571,Private room,1,1.5,1.0,1.0,37,1,3,100.0,f,1
f,Melbourne,Australia,-37.80769941,144.9675306,Entire home/apt,6,1.5,2.0,3.0,150,2,13,95.0,f,7
t,Melbourne,Australia,-37.82124309,144.940871,Entire home/apt,4,2.0,2.0,3.0,116,2,16,94.0,t,20
f,Brimbank,Australia,-37.76530758,144.8255602,Private room,1,1.0,1.0,1.0,35,1,8,88.0,f,4
t,Glen Eira,Australia,-37.88042606,145.0137793,Entire home/apt,5,2.0,3.0,3.0,140,28,1,100.0,t,2
f,Melbourne,Australia,-37.8418508,144.9780205,Entire home/apt,6,2.0,2.0,4.0,299,1,5,96.0,f,28
f,Melbourne,Australia,-37.80051442,144.9693505,Private room,2,1.0,1.0,1.0,50,1,3,100.0,f,1
f,Moonee Valley,Australia,-37.75232841,144.9149697,Entire home/apt,6,1.0,2.0,4.0,251,1,7,80.0,t,8
t,Boroondara,Australia,-37.83527938,145.0513674,Private room,2,2.0,2.0,2.0,96,2,36,100.0,f,2
f,Port Phillip,Australia,-37.86970417,144.9934826,Entire home/apt,2,1.0,0.0,1.0,90,1,3,80.0,f,1
f,Yarra,Australia,-37.79098342,144.9946823,Private room,2,1.5,1.0,1.0,75,1,18,97.0,f,1
f,Manningham,Australia,-37.78948627,145.1323174,Entire home/apt,12,2.0,5.0,8.0,220,2,2,60.0,f,1
f,Whitehorse,Australia,-37.81327662,145.1063556,Private room,2,1.0,2.0,1.0,50,2,1,100.0,t,1
f,Melbourne,Australia,-37.82348249,144.9617954,Entire home/apt,7,2.0,3.0,7.0,357,1,76,86.0,t,19
f,Melbourne,Australia,-37.81737002,144.9540195,Entire home/apt,2,1.0,1.0,1.0,120,1,1,100.0,t,1
f,Moreland,Australia,-37.767936,144.9695636,Entire home/apt,4,2.0,2.0,2.0,100,7,2,100.0,f,1
f,Yarra,Australia,-37.80996587,145.007816,Private room,2,1.0,1.0,1.0,89,1,1,100.0,t,1
t,Melbourne,Australia,-37.8106398,144.9524662,Private room,2,1.0,1.0,1.0,120,1,19,94.0,t,2
f,Melbourne,Australia,-37.84314229,144.9851496,Entire home/apt,4,1.0,2.0,2.0,174,2,1,40.0,t,66
f,Melbourne,Australia,-37.81625879,144.9534538,Entire home/apt,4,2.0,2.0,2.0,350,1,1,100.0,f,1
t,Melbourne,Australia,-37.81752022,144.9565053,Entire home/apt,3,1.0,1.0,2.0,114,2,69,94.0,t,34
f,Melton,Australia,-37.61568949,144.7050208,Private room,2,1.0,1.0,1.0,48,1,50,96.0,t,1
f,Yarra,Australia,-37.80219674,144.9824048,Entire home/apt,4,1.0,2.0,2.0,310,2,25,99.0,t,1
f,Port Phillip,Australia,-37.86833947,144.9804068,Entire home/apt,2,1.0,1.0,1.0,100,2,58,86.0,f,1
f,Melbourne,Australia,-37.80026379,144.9681027,Private room,2,2.0,1.0,2.0,64,7,2,60.0,f,89
f,Port Phillip,Australia,-37.87426449,144.9817686,Entire home/apt,8,1.0,3.0,5.0,296,4,17,90.0,f,22
t,Yarra,Australia,-37.82050188,145.0012011,Private room,2,1.5,1.0,1.0,89,1,108,98.0,t,2
f,Whitehorse,Australia,-37.81798167,145.1189682,Entire home/apt,6,2.0,2.0,4.0,155,1,16,91.0,t,36
f,Yarra Ranges,Australia,-37.90600976,145.4073197,Private room,2,1.0,1.0,1.0,98,1,4,95.0,t,2
t,Melbourne,Australia,-37.80778638,144.9604728,Entire home/apt,6,1.0,2.0,3.0,140,1,1,100.0,t,41
f,Yarra,Australia,-37.79339696,144.9870841,Private room,1,1.0,1.0,1.0,55,2,2,90.0,f,1
t,Moreland,Australia,-37.76415419,144.9804854,Entire home/apt,2,1.0,1.0,1.0,115,1,40,97.0,f,2
f,Glen Eira,Australia,-37.88822698,145.0500149,Private room,2,1.0,1.0,1.0,55,1,3,100.0,f,3
f,Monash,Australia,-37.90009525,145.1565849,Private room,2,1.0,1.0,1.0,30,1,88,97.0,t,11
f,Wyndham,Australia,-37.90535856,144.7727178,Private room,2,2.0,1.0,1.0,43,1,29,97.0,f,4
f,Melbourne,Australia,-37.80151556,144.9487629,Private room,2,1.0,1.0,1.0,65,2,16,94.0,f,4
f,Stonnington,Australia,-37.83640188,144.995735,Private room,2,1.0,1.0,1.0,54,4,1,60.0,f,3
f,Greater Dandenong,Australia,-37.9532169,145.1784926,Private room,2,1.0,1.0,1.0,150,3,21,89.0,t,5
f,Melbourne,Australia,-37.80721742,144.9611812,Entire home/apt,5,1.0,1.0,2.0,138,2,12,95.0,f,6
f,Yarra,Australia,-37.82411211,145.011664,Entire home/apt,4,2.0,2.0,2.0,300,2,6,97.0,f,1
t,Brimbank,Australia,-37.72291836,144.8607307,Entire home/apt,4,1.0,1.0,2.0,55,1,127,99.0,t,1
t,Moreland,Australia,-37.77326088,144.960672,Entire home/apt,4,2.0,2.0,3.0,233,3,3,87.0,t,26
t,Melbourne,Australia,-37.81062949,144.9834474,Private room,2,3.0,1.0,1.0,50,3,4,90.0,f,2
f,Darebin,Australia,-37.76874757,145.0007314,Private room,2,1.0,1.0,1.0,71,1,3,93.0,f,2
f,Greater Dandenong,Australia,-37.99226859,145.2028545,Entire home/apt,6,2.5,3.0,4.0,235,3,3,93.0,f,5
f,Maroondah,Australia,-37.82138928,145.2416549,Private room,2,1.0,3.0,1.0,37,3,2,100.0,t,4
f,Yarra,Australia,-37.82060988,145.0042946,Entire home/apt,4,1.0,2.0,2.0,220,3,31,96.0,f,1
t,Maribyrnong,Australia,-37.79519301,144.8791278,Entire home/apt,8,2.0,3.0,4.0,174,3,145,100.0,t,1
f,Darebin,Australia,-37.73278547,144.9965822,Entire home/apt,4,1.0,3.0,2.0,130,5,1,100.0,f,1
f,Yarra,Australia,-37.79792377,144.9768825,Private room,2,1.0,1.0,1.0,80,2,18,92.0,f,1
f,Port Phillip,Australia,-37.85135809,144.9816636,Private room,3,1.0,1.0,2.0,84,1,12,84.0,t,2
f,Stonnington,Australia,-37.84437119,144.9977935,Entire home/apt,4,2.0,2.0,2.0,100,9,4,100.0,t,1
f,Wyndham,Australia,-37.83805172,144.6758725,Private room,2,1.0,1.0,1.0,47,1,45,96.0,f,1
f,Port Phillip,Australia,-37.87040673,144.9811572,Private room,2,1.0,1.0,1.0,75,2,15,99.0,f,2
f,Greater Dandenong,Australia,-37.99644885,145.1505039,Private room,3,0.5,1.0,2.0,42,2,2,80.0,t,5
f,Melbourne,Australia,-37.80117296,144.9632333,Entire home/apt,2,1.0,1.0,2.0,78,7,3,87.0,f,1
t,Melbourne,Australia,-37.8109476,144.9694824,Entire home/apt,3,1.0,1.0,1.0,170,2,76,97.0,f,1
f,Yarra,Australia,-37.78427301,145.0331051,Private room,2,1.0,0.0,1.0,40,14,1,100.0,t,1
f,Moreland,Australia,-37.77085863,144.9630916,Private room,2,1.0,1.0,1.0,50,3,31,94.0,t,8
f,Port Phillip,Australia,-37.85851189,144.9825777,Entire home/apt,5,1.0,2.0,2.0,100,2,4,100.0,f,2
t,Port Phillip,Australia,-37.85690743,144.979985,Private room,3,1.0,1.0,2.0,66,14,68,98.0,f,5
t,Maroondah,Australia,-37.82683309,145.2478315,Private room,2,1.0,1.0,1.0,42,2,55,94.0,f,1
f,Melbourne,Australia,-37.81525069,144.9538968,Entire home/apt,4,1.0,1.0,2.0,120,2,4,100.0,t,1
t,Glen Eira,Australia,-37.91090999,145.0369465,Private room,2,2.0,1.0,1.0,78,1,42,99.0,f,1
f,Port Phillip,Australia,-37.87391824,144.9829392,Entire home/apt,4,1.0,2.0,2.0,109,7,10,82.0,t,23
f,Yarra,Australia,-37.78540045,144.9783598,Private room,2,1.0,1.0,1.0,55,3,13,97.0,t,2
f,Yarra,Australia,-37.81074938,145.0090848,Entire home/apt,5,1.0,2.0,3.0,186,1,6,97.0,f,3
f,Darebin,Australia,-37.78077395,144.9966127,Entire home/apt,5,1.5,3.0,4.0,140,7,2,100.0,f,1
t,Melbourne,Australia,-37.81797598,144.9560972,Entire home/apt,4,1.0,1.0,2.0,119,1,113,97.0,f,2
f,Melbourne,Australia,-37.81599947,144.9785533,Private room,1,2.0,1.0,1.0,46,4,1,100.0,f,2
t,Yarra,Australia,-37.80445928,144.9756658,Entire home/apt,2,1.0,1.0,1.0,84,2,73,96.0,t,1
f,Maribyrnong,Australia,-37.81357865,144.8964153,Entire home/apt,4,1.0,2.0,2.0,100,2,17,88.0,t,30
f,Yarra,Australia,-37.8236974,145.01216,Entire home/apt,3,1.0,2.0,2.0,133,2,8,98.0,f,1
t,Yarra Ranges,Australia,-37.74952381,145.696909,Entire home/apt,10,2.0,5.0,6.0,239,2,30,95.0,f,2
f,Moonee Valley,Australia,-37.75495069,144.895194,Private room,1,0.5,1.0,1.0,75,1,5,88.0,f,2
f,Moreland,Australia,-37.72225522,144.9591714,Entire home/apt,1,1.0,1.0,1.0,75,1,19,90.0,f,1
f,Melbourne,Australia,-37.81575779,144.9536702,Private room,1,1.0,1.0,1.0,65,2,57,92.0,t,1
f,Port Phillip,Australia,-37.83603094,144.9366891,Entire home/apt,4,1.0,2.0,2.0,98,5,3,100.0,f,1
f,Darebin,Australia,-37.77028689,145.0190325,Entire home/apt,5,2.5,3.0,3.0,93,7,3,100.0,t,1
f,Melbourne,Australia,-37.81342388,144.9532019,Entire home/apt,2,1.0,1.0,1.0,140,4,67,98.0,f,2
f,Yarra,Australia,-37.79680032,144.9756657,Private room,2,1.0,1.0,1.0,60,2,62,88.0,f,5
f,Melbourne,Australia,-37.814221,144.9547716,Entire home/apt,6,1.0,2.0,3.0,190,1,32,84.0,t,38
t,Melbourne,Australia,-37.81665222,144.954204,Entire home/apt,2,1.0,0.0,1.0,118,1,19,92.0,t,35
t,Stonnington,Australia,-37.84639828,144.989025,Private room,2,1.0,1.0,1.0,71,2,45,98.0,f,1
f,Melbourne,Australia,-37.79102947,144.941986,Private room,1,1.0,1.0,1.0,35,2,3,100.0,f,1
f,Yarra,Australia,-37.81727394,144.9927982,Private room,2,1.0,1.0,1.0,71,2,30,97.0,f,1
f,Melbourne,Australia,-37.79932302,144.9653506,Private room,1,5.0,1.0,1.0,37,48,4,80.0,f,1
t,Glen Eira,Australia,-37.88236422,145.0250561,Private room,8,1.0,2.0,4.0,91,1,108,97.0,t,1
f,Melbourne,Australia,-37.8235842,144.9653559,Entire home/apt,8,1.0,3.0,5.0,174,1,19,92.0,t,58
f,Glen Eira,Australia,-37.87882093,145.0100876,Entire home/apt,4,1.0,2.0,2.0,108,3,7,97.0,f,1
f,Monash,Australia,-37.9013649,145.1443655,Private room,2,1.0,1.0,1.0,60,3,1,80.0,f,2
f,Knox,Australia,-37.92132861,145.2271913,Entire home/apt,6,2.5,3.0,3.0,161,3,13,97.0,f,2
f,Melbourne,Australia,-37.81428429,144.9544366,Entire home/apt,4,1.0,2.0,3.0,166,5,15,99.0,t,2
f,Melbourne,Australia,-37.81546422,144.954766,Entire home/apt,16,2.0,2.0,12.0,339,1,32,88.0,t,4
f,Port Phillip,Australia,-37.88864625,144.988597,Entire home/apt,2,1.0,1.0,1.0,120,2,2,100.0,t,1
t,Melbourne,Australia,-37.79393683,144.9735167,Entire home/apt,2,1.0,1.0,1.0,115,2,77,99.0,t,1
f,Melbourne,Australia,-37.79498431,144.928673,Entire home/apt,4,1.0,2.0,2.0,150,2,5,96.0,f,1
f,Port Phillip,Australia,-37.8888387,144.9886363,Entire home/apt,2,1.0,1.0,1.0,83,4,1,100.0,f,1
f,Melbourne,Australia,-37.80734906,144.9674019,Entire home/apt,4,1.0,2.0,2.0,112,2,42,97.0,t,2
t,Kingston,Australia,-37.95511137,145.0832791,Private room,1,1.0,1.0,1.0,42,1,11,100.0,t,1
f,Melbourne,Australia,-37.78847842,144.9231899,Private room,3,1.0,1.0,2.0,19,3,5,92.0,f,1
f,Stonnington,Australia,-37.86430313,145.0314196,Entire home/apt,5,1.0,3.0,3.0,140,3,11,100.0,t,1
f,Port Phillip,Australia,-37.87402336,144.9861882,Entire home/apt,4,1.0,2.0,2.0,145,2,5,95.0,f,1
f,Port Phillip,Australia,-37.86202781,144.9753585,Entire home/apt,2,1.0,0.0,1.0,91,5,12,93.0,f,21
t,Melbourne,Australia,-37.81479485,144.9522891,Entire home/apt,6,2.0,2.0,3.0,170,1,178,95.0,f,35
f,Stonnington,Australia,-37.83897328,144.9930529,Entire home/apt,2,1.0,1.0,1.0,87,1,3,100.0,t,1
f,Port Phillip,Australia,-37.83823432,144.9739477,Entire home/apt,4,1.0,1.0,1.0,125,2,34,95.0,f,4
t,Melbourne,Australia,-37.8140005,144.9539223,Entire home/apt,5,1.0,2.0,2.0,161,1,6,93.0,t,7
f,Wyndham,Australia,-37.90203306,144.6663907,Private room,2,1.0,0.0,1.0,136,1,1,100.0,f,2
t,Melbourne,Australia,-37.81612249,144.969462,Entire home/apt,6,1.0,3.0,4.0,199,3,109,96.0,t,4
f,Yarra,Australia,-37.78553635,144.9788998,Entire home/apt,6,1.5,3.0,4.0,320,3,6,100.0,f,1
f,Melbourne,Australia,-37.8145012,144.9530141,Entire home/apt,2,1.0,1.0,1.0,180,3,1,80.0,f,1
f,Melbourne,Australia,-37.81807332,144.9655897,Entire home/apt,2,1.0,1.0,1.0,136,1,51,94.0,t,1
t,Yarra Ranges,Australia,-37.65365352,145.5238151,Entire home/apt,4,1.0,2.0,3.0,120,2,144,97.0,f,1
f,Melbourne,Australia,-37.79718284,144.968046,Entire home/apt,2,1.0,1.0,1.0,150,1,6,97.0,f,6
f,Yarra,Australia,-37.81086275,145.0069763,Private room,2,1.0,1.0,1.0,60,1,11,98.0,t,1
f,Melbourne,Australia,-37.78968448,144.9318626,Private room,2,2.0,1.0,1.0,75,2,2,100.0,f,2
t,Port Phillip,Australia,-37.83968332,144.9387266,Entire home/apt,4,2.0,2.0,3.0,120,2,44,98.0,t,1
f,Moonee Valley,Australia,-37.78406019,144.9241501,Private room,2,1.0,1.0,1.0,60,1,5,100.0,f,1
f,Stonnington,Australia,-37.85041512,144.9918293,Entire home/apt,2,1.0,0.0,1.0,80,2,9,97.0,f,1
t,Moreland,Australia,-37.76903709,144.9794647,Shared room,2,1.5,1.0,1.0,60,1,44,98.0,t,1
f,Darebin,Australia,-37.77642307,144.9975271,Private room,2,1.0,1.0,1.0,58,1,13,98.0,f,1
f,Moreland,Australia,-37.76490863,144.9694567,Private room,1,4.0,1.0,1.0,50,7,1,60.0,f,89
t,Yarra Ranges,Australia,-37.65449815,145.3778727,Private room,2,2.0,1.0,1.0,75,1,10,96.0,t,3
t,Frankston,Australia,-38.17500585,145.1147219,Entire home/apt,2,1.0,1.0,1.0,96,2,50,97.0,f,1
f,Stonnington,Australia,-37.85047903,144.9939293,Private room,1,1.0,1.0,1.0,50,1,3,100.0,f,1
f,Melbourne,Australia,-37.8145033,144.9536816,Entire home/apt,3,1.0,0.0,1.0,105,1,87,90.0,t,18
f,Moreland,Australia,-37.77265192,144.9503548,Entire home/apt,7,1.0,2.0,3.0,257,2,1,100.0,t,1
t,Boroondara,Australia,-37.81210915,145.0817862,Entire home/apt,4,1.0,2.0,3.0,168,3,26,95.0,f,1
f,Kingston,Australia,-37.98991096,145.0622781,Entire home/apt,6,2.5,3.0,3.0,186,2,7,97.0,t,2
f,Melbourne,Australia,-37.78993744,144.939399,Entire home/apt,2,1.0,2.0,2.0,64,7,2,90.0,f,1
f,Stonnington,Australia,-37.84478613,144.995903,Entire home/apt,2,1.0,0.0,1.0,120,1,4,85.0,t,62
f,Glen Eira,Australia,-37.89815629,145.0700585,Private room,1,1.0,1.0,1.0,33,1,4,100.0,t,5
f,Darebin,Australia,-37.75974253,145.0057445,Entire home/apt,6,1.5,2.0,3.0,129,1,5,92.0,f,1
f,Maroondah,Australia,-37.82080874,145.2412559,Shared room,2,1.0,1.0,2.0,30,3,7,89.0,t,4
t,Yarra Ranges,Australia,-37.81547996,145.3741246,Private room,2,1.0,1.0,1.0,161,2,3,93.0,f,6
f,Maribyrnong,Australia,-37.80130141,144.9061446,Private room,2,1.0,1.0,1.0,48,1,52,96.0,f,1
f,Yarra,Australia,-37.81326384,144.9914583,Private room,1,1.0,1.0,1.0,50,5,9,98.0,f,1
t,Wyndham,Australia,-37.85385941,144.7468534,Private room,2,1.0,1.0,1.0,60,3,2,100.0,t,5
t,Moonee Valley,Australia,-37.78612461,144.920156,Entire home/apt,5,1.0,0.0,2.0,108,1,71,99.0,t,1
f,Wyndham,Australia,-37.83786463,144.6902225,Entire home/apt,8,2.0,4.0,6.0,115,1,3,93.0,f,5
f,Frankston,Australia,-38.14157893,145.1353472,Private room,1,2.0,1.0,1.0,25,1,15,80.0,f,4
t,Port Phillip,Australia,-37.84339075,144.9407923,Entire home/apt,2,1.0,1.0,1.0,100,3,47,100.0,f,1
f,Melbourne,Australia,-37.80495583,144.9699033,Entire home/apt,4,2.0,2.0,2.0,125,8,17,99.0,f,1
f,Bayside,Australia,-37.89429934,145.0011313,Private room,2,2.0,1.0,1.0,60,3,4,100.0,t,4
t,Yarra Ranges,Australia,-37.87139902,145.3497203,Entire home/apt,2,1.0,0.0,1.0,174,1,5,95.0,t,3
f,Port Phillip,Australia,-37.88605167,144.9867833,Entire home/apt,12,2.0,4.0,12.0,145,1,1,80.0,t,3
f,Whittlesea,Australia,-37.5794621,145.1367184,Private room,6,1.5,3.0,4.0,71,1,10,98.0,f,1
t,Yarra,Australia,-37.81815251,145.0045265,Entire home/apt,3,1.0,1.0,2.0,100,5,15,100.0,f,4
t,Moonee Valley,Australia,-37.7684808,144.9148625,Entire home/apt,7,2.5,4.0,4.0,239,1,34,99.0,f,1
f,Melbourne,Australia,-37.80077254,144.9646482,Entire home/apt,5,1.0,2.0,4.0,161,3,102,94.0,f,2
f,Melbourne,Australia,-37.80840603,144.9611791,Entire home/apt,4,1.0,2.0,2.0,159,1,8,93.0,t,2
f,Port Phillip,Australia,-37.83564522,144.9365625,Entire home/apt,2,2.0,1.0,1.0,120,7,1,100.0,f,1
t,Melbourne,Australia,-37.80749358,144.9617168,Entire home/apt,6,2.0,3.0,3.0,898,1,24,93.0,t,38
t,Yarra,Australia,-37.82137951,145.0029452,Entire home/apt,4,2.5,2.0,2.0,161,5,2,100.0,f,2
t,Melton,Australia,-37.59352311,144.6764005,Entire home/apt,8,1.0,2.0,5.0,251,1,51,95.0,f,2
f,Boroondara,Australia,-37.81289467,145.0932934,Private room,2,1.0,1.0,1.0,48,2,6,80.0,t,5
f,Stonnington,Australia,-37.86437527,145.0238822,Private room,2,1.0,1.0,1.0,48,1,10,92.0,f,1
f,Yarra,Australia,-37.8161866,144.9909983,Private room,2,1.0,1.0,1.0,46,7,3,87.0,t,2
f,Melbourne,Australia,-37.81231706,144.9558228,Entire home/apt,2,1.0,1.0,2.0,96,2,16,87.0,t,1
f,Melbourne,Australia,-37.81212152,144.9603593,Entire home/apt,3,1.0,1.0,1.0,120,5,48,97.0,t,87
t,Melbourne,Australia,-37.81612743,144.9592443,Entire home/apt,4,1.0,1.0,2.0,100,2,43,98.0,f,1
f,Melbourne,Australia,-37.80627538,144.9666254,Private room,2,2.5,1.0,1.0,65,3,1,100.0,f,1
f,Melbourne,Australia,-37.81136611,144.9602759,Entire home/apt,2,1.0,1.0,1.0,130,2,15,92.0,t,16
f,Frankston,Australia,-38.16275673,145.1014509,Entire home/apt,14,5.0,7.0,7.0,800,2,5,92.0,f,3
f,Wyndham,Australia,-37.85690909,144.7296044,Private room,4,1.0,2.0,2.0,39,1,3,100.0,f,2
f,Melbourne,Australia,-37.80832578,144.9464048,Entire home/apt,2,1.0,1.0,1.0,130,1,4,80.0,f,1
f,Kingston,Australia,-37.99582301,145.0820297,Private room,2,1.5,1.0,1.0,75,2,7,97.0,f,1
f,Stonnington,Australia,-37.84237403,144.9945382,Private room,2,1.0,2.0,2.0,220,1,1,100.0,t,1
t,Yarra,Australia,-37.81709536,144.9939788,Entire home/apt,4,1.5,2.0,2.0,190,1,136,96.0,f,1
f,Melbourne,Australia,-37.80883329,144.959864,Entire home/apt,2,1.0,0.0,1.0,75,1,6,72.0,f,1
f,Maribyrnong,Australia,-37.76981576,144.8918448,Entire home/apt,13,2.0,3.0,9.0,190,1,55,81.0,t,12
f,Manningham,Australia,-37.78451791,145.1336169,Private room,1,0.5,1.0,1.0,39,1,25,96.0,f,2
t,Melbourne,Australia,-37.81456263,144.953172,Entire home/apt,4,1.0,1.0,2.0,136,1,8,88.0,t,35
f,Bayside,Australia,-37.9254171,145.0131722,Private room,2,2.0,1.0,2.0,44,1,2,60.0,f,17
